code,META_LoincName,META_ReferenceUnit,META_DataType,raw_value_exact,row_count,bucket
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,fio2 70 % peep 8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% HFNC/ 100% ECMO/ sweep 3,1,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"100,000 CFU/mL Corynebacterium species, not urealyticum",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%PEEP3,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 375/18/8/30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FiO2 100% PEEP 8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC1+6 50%+8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent fio2 60% ECMO sweep 10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%/10L HFNC,1,free_text
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,,<176,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"30% vent, 100 sweep 1 ecmo",1,free_text
CREAT//2160-0,Creatinine [Mass/volume] in Serum or Plasma,mg/dL,,1.45^,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"0.25L, 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 5/5 100%/VA ECMO sweep 3 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"pc rate 16, peep 5, 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo 100%/sweep 4/ vent 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 400//R18/5/40%,1,free_text
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,Number,<106,1,numeric_like
MICAABSPEC//74409-4,MICA IgG panel - Serum,,,MICA01 MICA02 MICA07 MICA12 MICA15 MICA17 MICA18 MICA28 MICA46,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ecmo 100 , vent 50",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"fio2 50 peep: 5 , rr: 24",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,,6L simple ,1,free_text
CO2//2028-9,"Carbon dioxide, total [Moles/volume] in Serum or Plasma",mmol/L,Number,<2,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,BIPAP 60% 12/5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ETT Vent 60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"AC 40%, PEEP 6",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC+ 16, 340, 10, 31%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80%bipap,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80% PEEP12,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Vent 60%, ECMO 60% Sweep 1L",1,free_text
ENDOMAB//10863-9,Endomysium IgA Ab [Titer] in Serum,titer,Category,Equivocal,1,units_as_values
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC + 14 400 10 80%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vv sweep 8 100% vent 65%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 50% 22 10 5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80% VC 315/24/5/80%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 28/36;10; 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,90% 50 Liters,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,trach cpap 28%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,45% PEEP=7,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% 50L HFNC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30% @ 40 L/min,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%PS 7/5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent60% ECMO100%sweep2,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hfnc 50L/60%,1,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,Moderate Ochrobactrum anthropi,1,ordinal
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"45% VC 370, RR 18, PEEP 8",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30% 30l ECMO1 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc 400 PEEP 5 RR 26 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% vent 100% ECMO,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 100%/10L + iNO 40 PPM,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,AVAPS (home) 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% FiO2; PEEP 5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Ecmo sweep 1.5 100% 2LNC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40% on vent, 100% on blender",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,21%30L HiFlow,1,free_text
CRYPTAGTRBLD//11473-6,Cryptococcus sp Ag [Titer] in Specimen,,,1:8,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ECMO s2.5/65% and PC delta p 10, peep 5, 30%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40% Fio2.,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ecmo sweep 3 fio2 100 ps 10/10 fio2 30,1,free_text
CRYPTAGTRBLD//11473-6,Cryptococcus sp Ag [Titer] in Specimen,,,1:640,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 310/22/10/5%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30% 15L HFNC; 70% ECMO,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2L NC. VA ECMO 100%. Sweep 5.,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 3/5 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VA 100%  sweep 2 P/C 35%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,BIPAP 21%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,e 5L 100% v 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ac/pc r 14, 10/10 50% va ecmo f 1.7 s 1.5 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,20L 50%,1,unknown
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Rare Enterobacter aerogenes,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70/50,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,70% ECMO SWEEP 2 VENT 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,90% +12,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"acpc rate 15, peep 12, fio2 30%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vv ecmo s1 100% hftc 40/40,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ACVC r14, tv520, FiO2 35%, PEEP10",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HHFN 40L/40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 14/500/50%/+8 VA ECMO 3.5LPM 70%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% Vent 100% Blender 4 Sweep,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100% sweep 2.5, HFNC 40% 40L",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Fio2 100% VA ECMO,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC FiO2 50% peep 5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS7 PEEP 8 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100/35,1,numeric_like
FUCULBLD//601-5,Fungus identified in Blood by Culture,,Category,Cardiobacterium hominis,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100% Sweep 4, HFNC 100/60.",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,R60 Fio2 60,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 40%/40L. ECMO FiO2 @ 100%, Sweep 0.5.",1,free_text
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Rare Pseudomonas oryzihabitans,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC16 R10PEEP1030%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 90%/60LPM,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,t-piece 50%/15L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 25/8, 32 60%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc 420 17; 5 25%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"2L NC; ECMO 80%, sweep 3",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO S4/80%; VENT PS 7/7/30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,AC R 10 DeltaP 10 Fio2 30% Peep 5; VA ECMO Sweep 4 FiO2 100% Flow 5.2,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 100% sweep 4.5; 100% vent,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"FiO2 100%, ECMO 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ACVC 550 18 PEEP 10 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC: 40%, 40LPM",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,oxymizer 10L,1,free_text
PROTUR//2888-6,Protein [Mass/volume] in Urine,mg/dL,,TNP,1,units_as_values
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 7/5 21 %,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% /15L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%HFNC,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% ecmo, sweep 2; PC 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% PC10/5 rate 10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFTC 75%/50L, VA 100%/sweep 2, V-PA 100%/sweep 4",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,32/290/10/50%,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 12/8 rate 12 40%,1,free_text
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Many Beta Streptococcus group C,1,organism
BACULBLD//600-7,Bacteria identified in Blood by Culture,,Category,Aspergillus niger,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% FiO2 on vent,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% ECMO vent 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,100% sweep 2 / 15L non rebreather,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 30L/40% + VV ECMO 100% S7LPM,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 40%/10L, ECMO 70%/1.5L",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ECMO Sweep 4, FiO2 100%, Flow 3, HFNC 30%/35L",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"30% fio2, 10 peep",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60% Fio2, ECMO 50%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"60%vent,100% ecmo",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"40%, T- Piece",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"100% VC480, PEEP12, RR22",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,E100 V70 S1.5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,6 L/NC,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,30%; Peep 8,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40%/ peep 10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ACVC 330/22 peep 5  fio2 80,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40% Fio2 and 30 LPM,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 12/10 ;16 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"L radial, ECMO 60% Sweep 2",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 16/8 Fio2 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 5/5 30% VV 100 S 10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 20/10 60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC+ 12, 540, 5, 60% ECMO100S2",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC /310/12/+5/30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vc 300 PEEP 10 RR 35 90%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40 % 30 Liters,1,free_text
BACULRSP//6460-0,Bacteria identified in Sputum by Culture,,Category,Few Raoultella planticola,1,ordinal
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"3L NC, S1 80%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40 FiO2,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,pc peep 10 90%,1,free_text
TIBC//2500-7,Iron binding capacity [Mass/volume] in Serum or Plasma,mcg/dL,,<81,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"hfnc 50/40, ecmo S8 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"45% (PC 7/5, RR 14)",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 350/14/10/60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VAE S 1, 100%, Flow 3.3, VENT ACVC R 20, TV 300, 40%, PEEP 10",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,Vent FiO2 50%; VV ECMO Sweep 3 FiO2 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35 % 15 L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,fiO2 60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% Fio2 35L 02,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VENT 40%, RR 24.",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 10 / rate 15 / peep 7/ FIO2 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% 50L HighFlo,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 23, 22, 5, 30%",1,free_text
FUCULBLD//601-5,Fungus identified in Blood by Culture,,Category,Staphylococcus schleiferi,1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"Vent fio2%, VV ECMO sweep 4",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"vent: 60%, E: 100%, s: 5",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 300 PEEP: 10 65% RR: 35,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV Ecmo sweep 3 100% vent 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV ECMO sweep 3/100%, HFNC 40%/35L",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"e 2.5L 100%, HFNC 40L 50%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 21/10 100%,1,free_text
PANCELAST//25907-7,Elastase.pancreatic [Mass/mass] in Stool,,,407 mcg/g,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,2 lpm NC,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 60 L 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VA ECMO 100%, Sweep 5, NC 2L",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO 100%/1, NC 3 l/min",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VENT 40/5 VA 60/S 1.5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,TC 40%/10L; ECMO S3,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,60% FIO2 V/C,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 20/10 40%,1,free_text
FUCULRSP//577-7,Fungus identified in Sputum by Culture,,Category,"Yeast, not candida albicans",1,organism
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,"20,000 CFU/mL Staphylococcus simulans",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PEEP 8, FIO2 40",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,hiflow 50% 40 liters,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,35%  PEEP5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VV ECMO sweep 7 FiO2 100% NC 6L,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,E 100% sweep 2; V 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,8 Liters,1,numeric_like
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"70% FiO2 ecmo, 2L nasal cannula",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,fi02 0%,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO 100% S5; PS 50%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,AC/VC peep 5 RR 20 fio2 60%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PS 7/5 0.40,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 14/10, ECMO sweep 2 100%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent oet 30 %,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"70%, 90% sweep 1.5",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,55% VC 450/5 RR 18,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 10/5, FiO2%: 30",1,free_text
ADENOQNCPML//49340-3,Adenovirus DNA [#/volume] (viral load) in Specimen by NAA with probe detection,,,"21,700",1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC22 Tv330 PEEP14 80%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC40/30,1,units_as_values
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ECMO S1 100%, HFNC 30/30",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 8  PEEP 12 70%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40 L 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PC 10/10, 25, 45%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,40LPM 80%+nonrebreather,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC PS12/5 30%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC480 RR16 PEEP5 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VV ECMo sweep 4, vent Fio2 60%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 40% PEEP 7,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC35%35L,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VENT /PC  FIO2 40%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,80/ 2,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"ETT FiO2 90%, PEEP 12, Rate 32",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,50% PEEP 10 PS 10,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 12/8, 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,PC 10/10/10/60%; ECMO S7/100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,vent fio2 40% VA ECMO fio2 80% s1.5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,FiO2 40% peep 5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,4L 25%,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"PS 5/8, 50%",1,free_text
CHLAMPCR//21613-5,Chlamydia trachomatis DNA [Presence] in Specimen by NAA with probe detection,,,negative,1,binary
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"30% VC 400 RR 20, PEEP 5",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC,Peep 12, fio2 40%",1,free_text
BACULUR//630-4,Bacteria identified in Urine by Culture,,Category,">100,000 CFU/mL Citrobacter sedlakii",1,organism
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,HFNC 40% 40LPM,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,ECMO S4,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,va ecmo s.6 80% f 3 / acvc r 15 tv 550 p10 100%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"VC 300, R20, P8, 40%",1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,fio2 43%,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC24 Tv330 PEEP10 50% Supine,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"90% VC 26, TV 360, +14",1,free_text
PROTUR//20454-5,Protein [Presence] in Urine by Test strip,,,+traces,1,unknown
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,VC 12/380/50/5,1,free_text
FIO2ART//3149-2,Oxygen [Partial pressure] in Inhaled gas,,Multi String,"HFNC 30L/40%, ECMO 100%, sweep 3",1,free_text
